"";"冰箱";"冷氣";"區";"地址";"坪數";"型態";"天然瓦斯";"床";"性別要求";"押金";"捷運站";"最短租期";"格局";"桌子";"椅子";"樓層";"沙發";"洗衣機";"火車站";"熱水器";"第四台";"網路";"編號";"衣櫃";"身份要求";"車 位";"開伙";"隔間材料";"電視";"養寵物";"現況";"總價格"
"105";1;1;"板橋區";"新北市板橋區永豐街";5;"公寓";1;1;"女生";"面議";1;"一年";"有陽臺";1;1;"5";0;1;1;1;0;1;6302926;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";4300
"106";1;1;"板橋區";"新北市板橋區龍興街";4,2;"電梯大樓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"3";1;1;1;1;0;1;6302997;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7000
"107";1;0;"蘆洲區";"新北市蘆洲區長安街328號";7;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"4";0;0;0;1;1;0;6303021;1;"上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"108";1;1;"信義區";"台北市信義區福德街137巷";5;"公寓";1;1;"男女生皆可";"面議";1;"半年";"有陽臺";1;1;"3";1;1;1;1;1;1;6303022;1;"學生、上班族";"平面式停車位，費用另計";"可以";"水泥磚牆";1;"不可以";"雅房";8000
"109";1;1;"士林區";"台北市士林區文林路62號";4;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"頂樓加蓋";0;1;0;1;0;1;6303043;1;"學生、上班族";"無";"可以";"其他";0;"不可以";"雅房";6500
"110";1;1;"萬里區";"新北市萬里區忠二街";10;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"3";1;1;0;1;1;1;6303132;1;"0";"無";"可以";"水泥磚牆";1;"可以";"雅房";4500
"111";1;1;"內湖區";"台北市內湖區內湖路一段285巷";6;"公寓";1;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"頂樓加蓋";1;1;0;1;1;1;6303361;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6000
"112";1;1;"文山區";"台北市文山區興隆路二段301巷";8;"公寓";0;1;"男女生皆可";"一個月";1;"一年";"0";1;1;"5";0;1;0;1;1;1;6303644;1;"學生、上班族、家庭";"無";"不可以";"其他";1;"不可以";"雅房";7000
"113";0;1;"信義區";"台北市信義區林口街";3;"公寓";1;1;"男生";"二個月";0;"一年";"0";1;1;"4";0;1;0;1;1;1;6303711;1;"0";"無";"不可以";"0";1;"不可以";"雅房";5800
"114";0;1;"松山區";"台北市松山區八德路三段";6;"公寓";1;1;"男生";"二個月";0;"一年";"0";1;1;"2";0;1;0;1;1;1;6303721;1;"0";"無";"不可以";"0";1;"不可以";"雅房";7500
"115";1;1;"大同區";"台北市大同區南京西路107巷";4,4;"公寓";0;1;"女生";"一個月";1;"一年";"0";1;1;"3";0;1;1;1;1;1;6303902;1;"學生、上班族";"無";"可以";"木板";1;"不可以";"雅房";5000
"116";1;1;"中正區";"台北市中正區博愛路";2;"公寓";0;1;"男女生皆可";"面議";1;"1月";"開放式格局";0;0;"2";0;1;1;1;0;1;6304026;0;"學生";"無";"不可以";"輕材料";0;"不可以";"雅房";7900
"117";0;1;"三重區";"新北市三重區溪尾街230巷";6;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"2";0;1;0;1;1;0;6304057;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"118";1;1;"大安區";"台北市大安區建國南路一段286巷";2;"公寓";0;1;"男生";"二個月";1;"半年";"0";1;1;"2";0;1;0;1;1;1;6304298;1;"學生、上班族";"無";"不可以";"木板";0;"不可以";"雅房";8000
"119";1;1;"中正區";"台北市中正區漢口街一段45號";1;"電梯大樓";0;1;"女生";"面議";1;"1月";"開放式格局";1;1;"5";0;1;1;1;1;1;6304494;0;"學生、上班族";"無";"可以";"0";1;"不可以";"雅房";7900
"120";1;1;"新莊區";"新北市新莊區新泰路";8;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"4";1;1;1;1;1;1;6304770;1;"學生、上班族";"平面式停車位，費用另計";"可以";"水泥磚牆";1;"不可以";"雅房";7500
"121";1;1;"新莊區";"新北市新莊區新泰路";8;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"4";1;1;1;1;1;1;6304820;1;"學生、上班族";"平面式停車位，費用另計";"可以";"水泥磚牆";1;"不可以";"雅房";7300
"122";1;1;"板橋區";"新北市板橋區三民路二段00巷0弄22號";4;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;1;1;1;1;6305344;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4500
"123";1;0;"中山區";"台北市中山區新生北路三段87巷25號";3;"公寓";1;1;"男女生皆可";"一個月";1;"一年";"0";1;1;"4";1;1;0;1;0;1;6305793;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4600
"124";1;1;"中正區";"台北市中正區泉州街18號";6;"電梯大樓";0;1;"男女生皆可";"面議";0;"一年";"有陽臺";1;1;"4";0;1;0;1;1;1;6305843;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7400
"125";1;1;"三重區";"新北市三重區忠孝路三段7巷38號";5;"公寓";1;1;"女生";"一個月";0;"一年";"0";1;1;"頂樓加蓋";0;1;0;1;1;0;6306545;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4200
"126";1;1;"三重區";"新北市三重區忠孝路三段7巷38號";6;"公寓";1;1;"女生";"一個月";0;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;1;1;6306546;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4800
"127";1;1;"松山區";"台北市松山區光復南路66巷";7;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"3";0;1;0;1;0;1;6306785;1;"0";"無";"不可以";"輕材料";0;"不可以";"雅房";8500
"128";1;0;"新店區";"新北市新店區新和街46號";4;"電梯大樓";1;1;"男女生皆可";"一個月";0;"一年";"有陽臺";1;1;"3";0;1;0;1;1;0;6306872;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5500
"129";0;1;"大安區";"台北市大安區信義路四段30巷43號";4;"公寓";1;1;"女生";"二個月";0;"半年";"0";1;1;"3";0;1;0;0;1;1;6307034;1;"0";"無";"可以";"輕材料";0;"可以";"雅房";5000
"130";0;1;"中和區";"新北市中和區中和路";3;"透天厝";0;1;"男女生皆可";"一個月";1;"1月";"0";1;1;"3";0;1;0;1;0;1;6307223;1;"學生、上班族、家庭";"無";"不可以";"輕材料";0;"不可以";"雅房";3800
"131";0;1;"文山區";"台北市文山區辛亥路五段";4;"電梯大樓";0;1;"男生";"二個月";1;"一年";"0";1;1;"頂樓加蓋";0;1;0;1;0;1;6307408;0;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5800
"132";1;1;"文山區";"台北市文山區萬盛街82巷";2;"公寓";1;1;"女生";"二個月";1;"三個月";"0";1;1;"1";0;1;0;1;0;1;6307683;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";5000
"133";1;1;"永和區";"新北市永和區永貞路417巷";15;"公寓";1;1;"男女生皆可";"一個月";1;"三個月";"有陽臺";1;1;"3";1;1;0;1;1;1;6307730;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"雅房";8500
"134";1;1;"內湖區";"台北市內湖區文德路101巷9號";5;"公寓";1;1;"男生";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;0;1;0;1;6307779;1;"0";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6600
"135";1;1;"永和區";"新北市永和區中正路129巷";4;"公寓";0;1;"男生";"面議";1;"一年";"0";1;1;"1";0;1;0;1;0;1;6307973;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"可以";"雅房";6500
"136";1;1;"信義區";"台北市信義區忠孝東路五段";5;"公寓";0;1;"男女生皆可";"一個月";0;"1月";"0";1;1;"4";0;1;0;1;1;1;6308147;1;"0";"無";"不可以";"其他";1;"不可以";"雅房";6800
"137";1;1;"汐止區";"新北市汐止區中興路";5;"電梯大樓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"4";1;1;0;1;1;1;6308195;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6100
"138";1;1;"南港區";"台北市南港區研究院路二段182巷";3;"透天厝";0;1;"男生";"二個月";0;"半年";"有陽臺";1;1;"3";0;1;0;0;0;1;6308212;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4800
"139";1;1;"士林區";"台北市士林區社中街251巷4號";10;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"3";0;1;0;1;1;0;6308322;1;"0";"無";"不可以";"其他";1;"不可以";"雅房";8000
"140";1;1;"鶯歌區";"新北市鶯歌區鶯桃路97巷1弄2號";5;"電梯大樓";0;1;"女生";"二個月";0;"三個月";"有陽臺";1;1;"4";1;1;0;1;0;0;6308565;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";5000
"141";1;1;"板橋區";"新北市板橋區雙十路三段70巷12弄8號";4;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"頂樓加蓋";0;1;1;1;0;1;6308588;1;"學生、上班族";"無";"不可以";"0";0;"不可以";"雅房";5500
"142";1;1;"中和區";"新北市中和區中和路";5;"透天厝";0;1;"男女生皆可";"一個月";1;"1月";"有陽臺";1;1;"5";0;1;0;1;1;1;6308827;1;"學生、上班族、家庭";"無";"不可以";"輕材料";1;"可以";"雅房";5800
"143";1;1;"永和區";"新北市永和區信義路25巷";3;"電梯大樓";1;1;"女生";"二個月";1;"一年";"0";1;1;"6";1;0;0;1;1;1;6309335;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6000
"144";1;1;"文山區";"台北市文山區羅斯福路五段";4;"公寓";0;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;6309907;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6500
"145";1;1;"北投區";"台北市北投區石牌路一段39巷";7;"電梯大樓";0;1;"男生";"一個月";1;"一年";"0";1;1;"B1";1;1;0;1;1;1;6310031;1;"學生、上班族";"無";"不可以";"0";0;"不可以";"雅房";5200
"146";1;1;"新店區";"新北市新店區建安街33巷";3;"電梯大樓";1;1;"男女生皆可";"面議";1;"一年";"0";1;1;"1";0;1;0;1;0;0;6310114;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";0;"不可以";"雅房";5500
"147";1;1;"永和區";"新北市永和區文化路";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"開放式格局";1;1;"4";0;1;0;1;0;0;6310162;1;"0";"無";"不可以";"輕材料";0;"不可以";"雅房";5000
"148";1;1;"林口區";"新北市林口區公園路";3,5;"華廈";1;1;"女生";"二個月";0;"一年";"有陽臺";1;0;"10";1;1;0;1;1;1;6310179;1;"學生、上班族";"無";"不可以";"輕材料";1;"不可以";"雅房";6000
"149";1;1;"林口區";"新北市林口區文化二路230巷";5;"電梯大樓";1;1;"女生";"二個月";0;"三個月";"有陽臺";1;1;"10";1;1;0;1;0;1;6310180;1;"學生、上班族";"無";"可以";"輕材料";1;"不可以";"雅房";7200
"150";1;1;"板橋區";"新北市板橋區新民街";5;"透天厝";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"3";0;1;1;1;0;0;6310203;1;"0";"無";"不可以";"防火建材";0;"不可以";"雅房";5500
"151";1;1;"文山區";"台北市文山區木新路三段243巷1弄2號";4;"公寓";1;1;"女生";"面議";1;"一年";"有陽臺";1;1;"4";1;1;0;1;0;0;6310444;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";5300
"152";0;1;"北投區";"台北市北投區裕民一路28號";4;"公寓";1;1;"女生";"二個月";1;"1月";"0";1;1;"3";0;1;0;1;0;1;6310729;1;"0";"無";"不可以";"0";1;"不可以";"雅房";4999
"153";0;1;"新莊區";"新北市新莊區建安街57巷";4,5;"公寓";0;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"5";0;1;0;1;0;1;6310797;1;"0";"無";"不可以";"其他";0;"不可以";"雅房";5500
"154";1;1;"中和區";"新北市中和區華新街144巷";3;"公寓";1;1;"女生";"二個月";0;"一年";"0";1;1;"2";0;1;0;1;1;1;6310825;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";4500
"155";0;1;"松山區";"台北市松山區八德路三段74巷";6;"透天厝";0;1;"女生";"二個月";1;"一年";"0";0;1;"1";0;1;0;1;0;0;6310911;0;"學生、上班族、家庭";"無";"不可以";"輕材料";0;"不可以";"雅房";7200
"156";1;1;"大安區";"台北市大安區潮州街73巷";4,5;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"4";1;1;0;1;0;1;6310917;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6500
"157";1;1;"大安區";"台北市大安區和平東路三段";5;"電梯大樓";0;1;"男生";"二個月";1;"一年";"0";1;1;"5";1;1;0;1;0;1;6311274;1;"學生";"無";"可以";"水泥磚牆";1;"不可以";"雅房";9900
"158";1;1;"松山區";"台北市松山區寧安街5巷";6;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;6311539;1;"學生、上班族";"無";"可以";"輕材料";0;"不可以";"雅房";6500
"159";0;1;"三重區";"新北市三重區六張街";3,5;"公寓";1;1;"男生";"二個月";0;"一年";"0";0;0;"1";0;1;0;1;1;1;6312147;1;"上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5000
"160";0;1;"內湖區";"台北市內湖區陽光街68巷66號";5;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;0;1;1;1;6312184;1;"學生、上班族";"無";"可以";"0";1;"不可以";"雅房";7500
"161";1;1;"中山區";"台北市中山區濱江街";3,5;"透天厝";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;0;1;6312337;1;"學生、上班族";"無";"可以";"其他";0;"不可以";"雅房";6000
"162";1;1;"士林區";"台北市士林區大東路";4;"公寓";1;1;"女生";"一個月";1;"1年";"0";1;1;"3";0;1;0;1;0;1;6312524;1;"學生";"無";"不可以";"輕材料";0;"不可以";"雅房";6200
"163";1;1;"林口區";"新北市林口區八德路";7;"電梯大樓";0;1;"男女生皆可";"面議";0;"一年";"0";1;1;"10";1;1;0;1;1;1;6312590;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";11500
"164";1;1;"新莊區";"新北市新莊區新泰路225巷";6;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;0;0;1;1;6312779;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5000
"165";1;1;"新店區";"新北市新店區安忠路71巷5號";5,5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"6";0;1;0;1;0;0;6313494;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";3900
"166";1;1;"信義區";"台北市信義區吳興街106巷10號";4;"公寓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"3";0;1;0;1;0;1;6313584;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";7000
"167";0;1;"信義區";"台北市信義區基隆路一段380巷10號";4;"電梯大樓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"12";0;0;0;1;0;0;6313741;1;"0";"無";"不可以";"0";1;"不可以";"雅房";7000
"168";1;1;"松山區";"台北市松山區光復南路46巷";8;"公寓";1;0;"男女生皆可";"二個月";1;"半年";"有陽臺";1;1;"5";1;1;1;1;0;0;6313756;1;"學生、上班族";"無";"可以";"其他";0;"不可以";"雅房";8500
"169";1;1;"文山區";"台北市文山區興隆路三段";5;"公寓";1;1;"男生";"二個月";1;"一年";"有陽臺";0;0;"頂樓加蓋";0;1;0;1;1;1;6313936;0;"學生";"無";"不可以";"輕材料";1;"不可以";"雅房";5000
"170";1;1;"中山區";"台北市中山區松江路";5;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"3";0;1;0;1;1;1;6314270;1;"學生、上班族";"無";"不可以";"輕材料";1;"不可以";"雅房";8800
"171";1;1;"松山區";"台北市松山區八德路三段99巷";3;"公寓";1;1;"男女生皆可";"一個月";0;"6月";"0";1;0;"2";0;1;0;0;1;1;6314339;1;"上班族";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";5900
"172";1;1;"深坑區";"新北市深坑區深坑街";5;"電梯大樓";0;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"6";0;1;0;1;1;1;6314523;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"可以";"雅房";5200
"173";1;1;"新莊區";"新北市新莊區公園一路38號";6;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"4";0;1;1;1;1;0;6314526;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"雅房";5500
"174";0;0;"板橋區";"新北市板橋區中山路二段531巷";5;"公寓";0;1;"女生";"面議";0;"一年";"有陽臺";1;1;"5";0;0;0;1;0;1;6314597;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";4500
"175";1;1;"松山區";"台北市松山區民生東路四段56巷";5;"公寓";1;1;"男生";"二個月";1;"一年";"0";1;1;"5";0;1;1;1;0;1;6315101;1;"上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";7400
"176";1;1;"新店區";"新北市新店區安康路二段159巷";4;"電梯大樓";1;1;"女生";"二個月";0;"半年";"有陽臺";1;1;"1";0;1;0;1;0;1;6315145;1;"學生";"無";"不可以";"0";1;"不可以";"雅房";5500
"177";1;1;"松山區";"台北市松山區南京東路五段47號";8;"電梯大樓";1;1;"男生";"二個月";0;"半年";"開放式格局";1;1;"6";0;1;0;1;1;1;6315206;1;"0";"平面式停車位，費用另計";"可以";"水泥磚牆";1;"不可以";"雅房";9500
"178";1;1;"士林區";"台北市士林區重慶北路四段1巷";3;"透天厝";1;1;"男生";"二個月";0;"一年";"0";1;1;"3";0;1;0;1;0;1;6315366;1;"學生、上班族";"無";"不可以";"其他";0;"不可以";"雅房";5800
"179";1;1;"內湖區";"台北市內湖區安泰街53巷";6;"公寓";1;1;"男女生皆可";"一個月";1;"一年";"有陽臺";1;1;"5";0;1;0;1;0;1;6315415;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5000
"180";1;0;"深坑區";"新北市深坑區文化街16號";5;"公寓";0;1;"女生";"二個月";0;"半年";"0";1;1;"4";0;1;0;1;0;0;6315790;1;"0";"無";"可以";"0";0;"不可以";"雅房";3200
"181";1;1;"大同區";"台北市大同區迪化街二段";4;"電梯大樓";1;1;"男女生皆可";"一個月";0;"半年";"開放式格局";1;1;"6";1;1;0;1;1;1;6315887;1;"0";"無";"不可以";"輕材料";1;"不可以";"雅房";7000
"182";0;1;"中正區";"台北市中正區南陽街17巷1號";1;"公寓";0;1;"男女生皆可";"一個月";1;"1月";"0";1;1;"4";0;1;1;1;0;1;6316286;1;"學生、上班族";"無";"不可以";"其他";0;"不可以";"雅房";6800
"183";0;1;"信義區";"台北市信義區松仁路281巷";4;"公寓";0;1;"女生";"二個月";0;"一年";"0";1;1;"3";0;1;0;0;1;1;6316397;1;"0";"無";"不可以";"輕材料";0;"可以";"雅房";4500
"184";0;1;"松山區";"台北市松山區饒河街191號";4;"電梯大樓";1;1;"男女生皆可";"二個月";1;"4月";"0";1;1;"6";0;1;1;1;1;1;6316484;0;"學生、上班族、家庭";"無";"不可以";"輕材料";0;"不可以";"雅房";5300
"185";0;1;"大安區";"台北市大安區和平東路三段632巷70號";5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"1";0;0;0;1;1;1;6316635;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"雅房";6000
"186";1;1;"文山區";"台北市文山區木柵路一段59巷";5;"公寓";0;1;"男生";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;0;1;0;1;6316710;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"187";1;1;"中和區";"新北市中和區中山路三段146號";6;"電梯大樓";1;1;"女生";"二個月";0;"一年";"開放式格局";1;1;"5";0;1;0;0;1;1;6316823;1;"0";"無";"可以";"水泥磚牆";1;"不可以";"雅房";8800
"188";1;1;"大安區";"台北市大安區信義路三段134弄21號";5;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"1";0;1;0;1;0;1;6316941;0;"學生、上班族";"平面式停車位，費用另計";"不可以";"水泥磚牆";0;"不可以";"雅房";9800
"189";1;1;"中山區";"台北市中山區中原街";7;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"5";0;1;0;1;1;1;6317048;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";7800
"190";0;1;"文山區";"台北市文山區羅斯福路五段";3,5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;0;1;6317122;1;"學生";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6500
"191";0;0;"中山區";"台北市中山區南京東路一段132巷";4;"公寓";0;1;"女生";"一個月";1;"半年";"0";1;1;"2";0;1;0;1;0;0;6317138;1;"0";"無";"不可以";"木板";0;"不可以";"雅房";4600
"192";1;1;"文山區";"台北市文山區興隆路一段251巷";4;"公寓";1;1;"女生";"面議";1;"一年";"開放式格局";1;1;"2";1;1;0;1;1;1;6317259;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";7000
"193";1;1;"中和區";"新北市中和區國光街112巷";6;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"開放式格局";1;1;"2";1;1;0;1;1;1;6317326;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";7000
"194";0;1;"中正區";"台北市中正區羅斯福路四段50號";3;"電梯大樓";1;1;"男生";"面議";1;"一年";"有陽臺";1;1;"8";0;1;0;1;1;1;6317366;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";8000
"195";1;1;"汐止區";"新北市汐止區合順街18巷";6;"透天厝";0;1;"男生";"二個月";0;"一年";"0";1;1;"3";0;1;0;1;1;1;6317375;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";8600
"196";1;1;"文山區";"台北市文山區羅斯福路五段212巷";5;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"B1";0;1;0;0;1;1;6317637;1;"0";"無";"不可以";"其他";1;"不可以";"雅房";6500
