"";"冰箱";"冷氣";"區";"地址";"坪數";"型態";"天然瓦斯";"床";"性別要求";"押金";"捷運站";"最短租期";"格局";"桌子";"椅子";"樓層";"沙發";"洗衣機";"火車站";"熱水器";"第四台";"網路";"編號";"總樓層數";"衣櫃";"身份要求";"車 位";"開伙";"隔間材料";"電視";"養寵物";"現況";"新價格"
"100";1;1;"板橋區";"新北市板橋區僑中一街102巷3弄5號";5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"5";0;1;1;1;0;1;4454298;6;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";6000
"101";0;1;"松山區";"台北市松山區八德路四段636號";20,15;"電梯大樓";0;0;"男女生皆可";"二個月";1;"一年";"0";0;0;"9";0;1;1;1;0;0;4455026;13;0;"學生、上班族、家庭";"無";"可以";"0";0;"不可以";"獨立套房";36526
"102";1;1;"中山區";"台北市中山區基湖路151巷";13;"電梯大樓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"1";1;1;0;1;0;0;4465436;5;1;"0";"無";"可以";"0";1;"不可以";"獨立套房";25000
"103";1;0;"松山區";"台北市松山區饒河街133號";8;"電梯大樓";0;0;"男女生皆可";"二個月";1;"半年";"有陽臺";0;0;"7";0;1;0;0;0;0;4468296;8;0;"學生、上班族、家庭";"無";"不可以";"0";1;"不可以";"獨立套房";12000
"104";1;1;"新店區";"新北市新店區永平街";5;"公寓";0;1;"男女生皆可";"二個月";1;"半年";"0";1;0;"1";0;0;0;1;1;1;4469156;4;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";6000
"105";0;1;"松山區";"台北市松山區光復南路33巷31-4號";5;"公寓";1;1;"男生";"二個月";1;"一年";"0";1;1;"4";0;1;1;1;1;0;4475679;4;1;"學生、上班族、家庭";"無";"不可以";"木板";1;"不可以";"雅房";6500
"106";1;1;"中和區";"新北市中和區保健路106巷";15;"公寓";0;1;"女生";"一個月";1;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;1;1;4488678;5;1;"上班族、家庭";"無";"不可以";"0";1;"不可以";"獨立套房";11500
"107";1;1;"板橋區";"新北市板橋區文化路二段";5;"公寓";0;1;"女生";"二個月";0;"半年";"0";1;1;"3";0;1;0;1;1;1;4523261;4;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";8500
"108";0;0;"土城區";"新北市土城區中央路四段125巷";16;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"開放式格局";0;0;"2";0;1;0;1;0;0;4539299;3;1;"學生、上班族";"無";"不可以";"0";0;"不可以";"獨立套房";8900
"109";1;1;"中正區";"台北市中正區臨沂街75巷";8;"透天厝";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;4548298;4;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"不可以";"分租套房";11800
"110";1;1;"板橋區";"新北市板橋區大觀路二段265巷";6;"公寓";0;1;"男女生皆可";"二個月";0;"半年";"0";1;1;"5";0;1;0;1;0;1;4557368;6;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"分租套房";5000
"111";1;1;"新莊區";"新北市新莊區瓊林路";14;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";0;0;"4";1;1;0;1;1;0;4599083;7;1;"學生、上班族、家庭";"無";"可以";"0";0;"不可以";"獨立套房";17000
"112";1;1;"汐止區";"新北市汐止區原興路76巷";6;"公寓";0;1;"男女生皆可";"面議";0;"一年";"0";1;1;"1";0;1;0;0;1;1;4609188;5;1;"0";"無";"不可以";"0";1;"可以";"分租套房";6500
"113";1;1;"三重區";"新北市三重區中央北路24號";13;"公寓";1;1;"男女生皆可";"二個月";1;"半年";"有陽臺";1;1;"2";1;1;0;1;0;0;4616248;5;1;"學生、上班族";"無";"可以";"0";1;"不可以";"獨立套房";15000
"114";1;1;"淡水區";"新北市淡水區大同路128巷3號";8,5;"透天厝";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"2";1;1;0;1;1;1;4625147;3;1;"上班族";"無";"不可以";"0";1;"不可以";"獨立套房";8500
"115";0;1;"內湖區";"台北市內湖區康樂街186巷26號";8;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"1";0;1;0;1;1;1;4647795;5;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";13000
"116";1;1;"林口區";"新北市林口區公園路";3;"華廈";1;1;"女生";"二個月";0;"一年";"0";1;1;"10";1;1;0;1;1;1;4650577;12;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";6000
"117";1;1;"中和區";"新北市中和區景平路111巷";6,5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;4668778;5;1;"學生、上班族、家庭";"無";"不可以";"0";1;"不可以";"獨立套房";8000
"118";1;1;"南港區";"台北市南港區福德街309巷27號";5;"公寓";1;1;"女生";"二個月";1;"一年";"0";1;1;"4";0;1;0;1;1;0;4683447;4;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6000
"119";1;1;"信義區";"台北市信義區吳興街583巷80號";5,5;"電梯大樓";1;1;"男女生皆可";"二個月";1;"一年";"0";0;0;"1";0;0;0;1;0;0;4687076;7;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";7500
"120";1;1;"板橋區";"新北市板橋區長江路二段";12;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"4";1;1;0;1;0;1;4698953;26;1;"0";"無";"不可以";"0";1;"不可以";"獨立套房";13500
"121";1;1;"南港區";"台北市南港區成福路194巷";6;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";0;1;"5";0;0;0;1;1;1;4702145;5;1;"學生、上班族、家庭";"無";"可以";"0";1;"可以";"分租套房";9200
"122";1;1;"中正區";"台北市中正區臨沂街71巷19弄1號";8;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"1";0;1;0;1;1;1;4708106;4;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";12500
"123";1;1;"新莊區";"新北市新莊區中正路";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"4";0;1;0;1;0;0;4711402;5;1;"0";"無";"不可以";"0";1;"不可以";"獨立套房";6500
"124";1;1;"樹林區";"新北市樹林區太元街";4,8;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"5";0;1;1;1;1;1;4718949;5;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";5800
"125";1;1;"三重區";"新北市三重區自強路四段";10;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"5";1;1;0;1;1;1;4738252;5;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";11500
"126";1;1;"中山區";"台北市中山區民生東路";6;"透天厝";1;1;"男女生皆可";"面議";1;"三個月";"0";1;1;"3";0;1;0;1;1;1;4762807;3;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";13500
"127";1;1;"永和區";"新北市永和區雙和街25巷";10;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"5";1;1;0;1;1;1;4763213;5;1;"學生、上班族";"無";"不可以";"其他";1;"不可以";"分租套房";8500
"128";1;1;"中山區";"台北市中山區林森北路";14;"電梯大樓";1;1;"男女生皆可";"二個月";0;"一年";"樓中樓、有陽臺";1;1;"6";1;1;0;1;0;0;4769686;14;1;"學生、上班族、家庭";"機械式停車位，費用另計";"可以";"0";1;"可以";"獨立套房";24000
"129";1;1;"淡水區";"新北市淡水區新民街226巷";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"4";1;1;0;1;1;1;4772903;5;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";6000
"130";1;1;"深坑區";"新北市深坑區北深路三段286巷10號";6,5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;0;"4";1;1;0;1;1;1;4813390;4;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";8500
"131";1;1;"新店區";"新北市新店區明德路65巷";8;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";0;0;"4";1;1;0;1;1;1;4823427;5;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";10800
"132";1;1;"松山區";"台北市松山區八德路四段311號";6;"公寓";0;1;"女生";"二個月";0;"半年";"0";1;1;"5";0;1;0;1;1;0;4824143;5;1;"學生、上班族";"無";"可以";"0";1;"不可以";"獨立套房";8000
"133";1;1;"大安區";"台北市大安區忠孝東路四段216巷27弄7號";8;"電梯大樓";1;1;"男女生皆可";"二個月";1;"7天";"有陽臺";1;1;"7";1;1;0;1;1;1;4829726;8;1;"學生、上班族、家庭";"無";"不可以";"其他";1;"不可以";"分租套房";25000
"134";1;1;"內湖區";"台北市內湖區金湖路";12;"電梯大樓";0;1;"男女生皆可";"面議";1;"一年";"0";1;1;"2";1;1;0;1;1;0;4832206;6;1;"學生、上班族";"無";"可以";"0";1;"不可以";"獨立套房";25500
"135";1;1;"板橋區";"新北市板橋區中正路397號";6;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;0;"2";0;1;0;0;1;1;4836936;5;1;"學生、上班族、家庭";"無";"不可以";"0";1;"可以";"獨立套房";7000
"136";1;1;"南港區";"台北市南港區成福路";10;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"2";1;1;0;1;1;1;4839385;5;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"分租套房";11000
"137";1;1;"北投區";"台北市北投區承德路七段106巷";8;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"2";1;1;0;1;1;1;4845736;4;1;"學生、上班族、家庭";"無";"可以";"水泥磚牆";1;"可以";"雅房";7000
"138";1;1;"大安區";"台北市大安區復興南路二段";10;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"5";0;0;0;0;1;1;4856353;5;1;"學生、上班族、家庭";"無";"可以";"0";1;"不可以";"獨立套房";15000
"139";1;1;"大同區";"台北市大同區太原路97巷";5;"公寓";1;1;"女生";"二個月";1;"一年";"0";0;0;"5";0;1;0;1;1;1;4865403;5;1;"學生、上班族";"無";"不可以";"輕材料";1;"不可以";"分租套房";6500
"140";1;1;"淡水區";"新北市淡水區北新路141巷";6;"電梯大樓";1;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"9";0;1;0;1;0;1;4867189;9;1;"0";"無";"不可以";"輕材料";0;"不可以";"分租套房";6800
"141";1;1;"萬華區";"台北市萬華區西昌街182號";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"1";1;1;0;1;0;1;4879567;5;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";9000
"142";1;1;"萬華區";"台北市萬華區雅江街";6;"公寓";0;1;"男女生皆可";"10000";1;"1年";"0";1;1;"3";0;1;0;1;1;1;4884559;4;1;"學生、上班族、家庭";"無";"不可以";"0";1;"不可以";"獨立套房";7000
"143";1;1;"板橋區";"新北市板橋區大觀路二段265巷130弄4號";6;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"頂樓加蓋";0;1;0;1;0;0;4884964;5;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";5000
"144";1;1;"土城區";"新北市土城區學府路一段143巷1號";5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";0;0;"5";0;1;0;1;1;1;4895434;5;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";7000
"145";1;1;"大安區";"台北市大安區和平東路二段118巷";5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"1";0;0;0;1;1;1;4903076;4;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";14000
"146";1;1;"南港區";"台北市南港區忠孝東路六段403巷";9;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"4";0;1;0;1;1;1;4905428;5;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";10000
"147";1;1;"信義區";"台北市信義區忠孝東路五段800號";12,56;"電梯大樓";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"9";1;1;1;1;1;1;4910078;13;1;"學生、上班族、家庭";"無";"可以";"0";1;"不可以";"獨立套房";26390
"148";0;1;"士林區";"台北市士林區明德路";6;"公寓";0;1;"女生";"二個月";1;"一年";"0";1;1;"3";0;1;0;1;1;1;4929839;4;1;"學生、上班族";"無";"不可以";"木板";1;"不可以";"雅房";5500
"149";1;1;"板橋區";"新北市板橋區新海路72巷";8;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"B1";0;1;0;1;1;1;4941792;5;1;"學生、上班族、家庭";"無";"不可以";"0";1;"不可以";"獨立套房";7500
"150";1;1;"汐止區";"新北市汐止區大同路三段619號";13;"電梯大樓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"7";1;1;0;1;0;0;4953393;32;1;"0";"無";"可以";"0";1;"不可以";"獨立套房";10631
"151";1;1;"蘆洲區";"新北市蘆洲區民義街64巷";8;"公寓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;4957433;5;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";6800
"152";1;1;"信義區";"台北市信義區松山路";6;"公寓";0;1;"女生";"二個月";0;"一年";"開放式格局";1;1;"4";0;1;0;1;1;1;4962276;4;1;"學生、上班族";"無";"不可以";"輕材料";1;"不可以";"分租套房";9000
"153";1;1;"三重區";"新北市三重區力行路二段";6;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;0;"4";0;1;1;1;1;1;4968834;5;1;"學生、上班族、家庭";"無";"不可以";"0";1;"不可以";"獨立套房";8000
"154";1;1;"大安區";"台北市大安區忠孝東路三段251巷";10;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"4";0;1;0;1;1;1;4978148;4;1;"0";"無";"可以";"0";1;"不可以";"分租套房";15000
"155";1;1;"新莊區";"新北市新莊區新央街";16;"透天厝";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"1";1;1;0;1;1;1;4978891;4;1;"學生、上班族、家庭";"無";"可以";"0";1;"不可以";"獨立套房";13800
"156";1;1;"新店區";"新北市新店區永新街";6;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"3";0;1;0;1;1;1;4983567;4;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";12000
"157";1;1;"中山區";"台北市中山區樂群二路";16;"電梯大樓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"3";1;1;0;1;1;1;4987166;11;1;"學生、上班族、家庭";"無";"可以";"0";1;"不可以";NA;29600
"158";1;1;"信義區";"台北市信義區松德路";8;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;0;"2";1;1;0;1;1;1;4990304;5;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";15000
"159";1;1;"大同區";"台北市大同區重慶北路二段70巷";7;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"4";0;1;1;1;0;1;5005315;5;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"分租套房";8500
"160";1;1;"汐止區";"新北市汐止區福德一路176巷";8;"透天厝";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"1";0;1;0;1;1;0;5011658;2;1;"0";"無";"不可以";"0";0;"不可以";"雅房";6000
"161";1;1;"松山區";"台北市松山區三民路101巷3號";7;"公寓";1;1;"男女生皆可";"一個月";0;"半年";"開放式格局";0;0;"3";1;1;0;1;0;1;5018722;4;1;"0";"無";"可以";"0";0;"不可以";"分租套房";15000
"162";1;1;"泰山區";"新北市泰山區台麗街";5;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"5";0;1;0;1;1;1;5029128;5;1;"學生、上班族";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";5500
"163";1;1;"新莊區";"新北市新莊區後港一路28巷4弄7號";8;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"6";0;1;0;1;1;1;5030970;6;1;"學生、上班族、家庭";"無";"不可以";"0";1;"不可以";"分租套房";7500
"164";1;1;"文山區";"台北市文山區新光路一段134號";6;"公寓";0;1;"女生";"一個月";0;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;5032130;5;1;"學生、上班族";"無";"可以";"水泥磚牆";0;"不可以";"雅房";6000
"165";1;1;"泰山區";"新北市泰山區泰林路二段";7;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"1";0;1;0;1;1;1;5039918;5;1;"上班族";"無";"可以";"0";1;"不可以";"獨立套房";8300
"166";1;1;"北投區";"台北市北投區光明路200號";11,4;"住宅大樓";0;1;"男女生皆可";"二個月";1;"一年";"樓中樓";1;1;"8";1;1;0;1;1;1;5044389;14;1;"學生、上班族、家庭";"機械式停車位，費用另計";"不可以";"0";1;"可以";"獨立套房";18940
"167";1;1;"士林區";"台北市士林區忠誠路二段98巷";9;"公寓";0;1;"女生";"二個月";0;"一年";"0";1;1;"頂樓加蓋";0;1;0;0;1;1;5049360;3;1;"0";"無";"不可以";"0";1;"不可以";"獨立套房";9500
"168";1;1;"萬華區";"台北市萬華區大理街";7;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"2";0;1;1;1;1;1;5051956;5;1;"學生、上班族、家庭";"無";"不可以";"0";1;"不可以";"獨立套房";13000
"169";1;1;"土城區";"新北市土城區中央路四段23號";10;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"開放式格局";1;1;"4";1;1;0;0;1;1;5052030;5;1;"學生、上班族、家庭";"無";"可以";"0";1;"可以";"獨立套房";7800
"170";1;1;"三重區";"新北市三重區仁愛街445巷";6;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";0;0;"2";0;1;0;1;1;1;5053871;3;1;"學生、上班族、家庭";"無";"不可以";"0";1;"不可以";"獨立套房";8000
"171";1;1;"大安區";"台北市大安區忠孝東路四段205巷";17;"電梯大樓";0;1;"男女生皆可";"二個月";1;"一年";"樓中樓";1;1;"3";1;1;0;1;0;0;5061958;7;1;"學生、上班族、家庭";"無";"可以";"0";1;"不可以";"獨立套房";34516
"172";1;1;"內湖區";"台北市內湖區民權東路六段248巷8號";15;"別墅";1;1;"男女生皆可";"二個月";1;"一年";"0";1;1;"4";0;1;0;1;1;1;5083964;5;1;"0";"無";"可以";"水泥磚牆";1;"不可以";"分租套房";25000
"173";1;1;"中山區";"台北市中山區中山北路二段59巷";12;"公寓";1;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"3";1;1;0;1;0;0;5087729;5;1;"0";"無";"可以";"0";0;"可以";"獨立套房";21000
"174";1;1;"士林區";"台北市士林區延平北路五段199-1號";5;"透天厝";0;1;"男女生皆可";"二個月";0;"一年";"有陽臺";1;1;"2";0;1;0;1;0;1;5090119;4;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";7200
"175";1;1;"內湖區";"台北市內湖區陽光街";12;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"3";1;1;0;1;1;1;5092766;3;1;"0";"無";"不可以";"0";1;"不可以";"獨立套房";17150
"176";0;1;"淡水區";"新北市淡水區水源街二段";10;"透天厝";0;1;"男女生皆可";"面議";1;"一年";"有陽臺";1;1;"1";0;1;0;1;1;1;5103903;3;1;"學生、上班族、家庭";"平面式停車位，費用另計";"不可以";"0";1;"不可以";"獨立套房";7500
"177";1;1;"新莊區";"新北市新莊區中央路";8;"電梯大樓";1;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"3";1;1;0;1;0;0;5104254;19;1;"學生、上班族";"平面式停車位，費用另計";"可以";"水泥磚牆";1;"不可以";"分租套房";11000
"178";1;1;"士林區";"台北市士林區天母東路69巷12弄15號";5;"公寓";0;1;"女生";"二個月";0;"一年";"有陽臺";1;1;"4";0;1;0;1;0;1;5105921;5;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";9000
"179";1;1;"信義區";"台北市信義區莊敬路";8;"公寓";1;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"5";1;1;0;1;1;1;5115955;5;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";7500
"180";1;1;"大安區";"台北市大安區安東街35巷";7;"電梯大樓";0;1;"男女生皆可";"二個月";1;"半年";"有陽臺";1;1;"2";0;1;0;1;0;1;5127634;4;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6998
"181";1;1;"大安區";"台北市大安區光復南路290巷";6,3;"公寓";0;1;"女生";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;0;1;1;1;5150409;4;1;"學生、上班族";"無";"不可以";"0";1;"不可以";"獨立套房";14500
"182";1;1;"南港區";"台北市南港區興南街";5;"公寓";0;1;"男女生皆可";"二個月";1;"一年";"有陽臺";1;1;"2";0;1;1;1;1;1;5162450;4;1;"學生、上班族、家庭";"無";"不可以";"水泥磚牆";1;"不可以";"雅房";6500
"183";1;1;"三重區";"新北市三重區溪尾街19巷";6;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"2";0;1;0;1;1;1;5164144;5;1;"0";"無";"不可以";"水泥磚牆";1;"不可以";"分租套房";8000
"184";1;1;"信義區";"台北市信義區富陽街";4;"公寓";1;1;"男女生皆可";"面議";1;"一年";"有陽臺";1;1;"頂樓加蓋";0;1;0;1;0;1;5165397;4;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";6500
"185";1;1;"板橋區";"新北市板橋區光武街50巷";7;"公寓";0;1;"女生";"二個月";0;"一年";"開放式格局";1;1;"4";1;1;0;1;1;1;5175304;5;1;"0";"無";"不可以";"0";1;"不可以";"獨立套房";11000
"186";1;1;"林口區";"新北市林口區文化三路";5;"電梯大樓";1;1;"男女生皆可";"二個月";1;"半年";"0";1;1;"11";1;1;0;1;1;1;5192003;12;1;"學生、上班族";"無";"可以";"水泥磚牆";1;"不可以";"雅房";5500
"187";1;1;"中和區";"新北市中和區中山路三段114巷";9;"公寓";0;1;"男女生皆可";"二個月";0;"一年";"0";1;1;"4";0;1;0;1;1;1;5194666;5;1;"學生、上班族、家庭";"無";"可以";"0";1;"不可以";"獨立套房";8500
"188";1;1;"信義區";"台北市信義區吳興街220巷";5;"公寓";1;1;"女生";"一個月";1;"一年";"0";1;1;"5";0;1;0;1;0;1;5195220;5;1;"學生、上班族";"無";"不可以";"水泥磚牆";0;"不可以";"雅房";5500
"189";1;1;"士林區";"台北市士林區文昌路";6;"公寓";0;1;"女生";"二個月";1;"兩年";"0";1;1;"4";1;1;0;1;1;1;5201314;5;1;"學生、上班族、家庭";"無";"不可以";"0";1;"不可以";"獨立套房";12000
